,区域,小区名称,户型,面积(㎡),价格(元/月),位置
5923,石景山,远洋沁山水,1室1厅,61.35 ,7500 ,北京市石景山区远洋沁山水
5924,石景山,模式口西里,2室1厅,63.03 ,4000 ,北京市石景山区模式口西里
5925,石景山,广宁村,2室1厅,57.36 ,3600 ,北京市石景山区广宁村
5926,石景山,苹果园小区一区,3室2厅,86.68 ,6000 ,北京市石景山区苹果园小区一区
5927,石景山,杨庄小区,2室1厅,79.10 ,5200 ,北京市石景山区杨庄小区
5928,石景山,石景山路23号院,3室1厅,91.08 ,7200 ,北京市石景山区石景山路23号院
5929,石景山,古城北路,2室1厅,51.10 ,4300 ,北京市石景山区古城北路
5930,石景山,远洋沁山水,2室1厅,89.15 ,9500 ,北京市石景山区远洋沁山水
5931,石景山,古城南路,2室1厅,49.00 ,5000 ,北京市石景山区古城南路
5932,石景山,杨庄小区,2室1厅,58.20 ,4300 ,北京市石景山区杨庄小区
5933,石景山,远洋沁山水,2室1厅,88.61 ,11500 ,北京市石景山区远洋沁山水
5936,石景山,苹果园小区二区,2室1厅,74.43 ,4800 ,北京市石景山区苹果园小区二区
5938,石景山,七星园,2室1厅,61.95 ,5000 ,北京市石景山区七星园
5939,石景山,奈伦熙府,2室1厅,90.75 ,6500 ,北京市石景山区奈伦熙府
5940,石景山,古城南路,2室1厅,57.03 ,5300 ,北京市石景山区古城南路
5941,石景山,杨庄中区,1室1厅,67.08 ,4600 ,北京市石景山区杨庄中区
5942,石景山,杨庄小区,1室1厅,40.14 ,4300 ,北京市石景山区杨庄小区
5943,石景山,模式口西里,2室1厅,54.02 ,3800 ,北京市石景山区模式口西里
5944,石景山,鲁谷74号院,1室1厅,66.12 ,7000 ,北京市石景山区鲁谷74号院
5945,石景山,古城特钢楼,2室1厅,46.62 ,4000 ,北京市石景山区古城特钢楼
5947,石景山,八角北路11号院,3室1厅,93.71 ,6000 ,北京市石景山区八角北路11号院
5948,石景山,金顶阳光,3室1厅,90.70 ,6600 ,北京市石景山区金顶阳光
5949,石景山,御景山,2室1厅,104.81 ,6900 ,北京市石景山区御景山
5950,石景山,苹果园小区一区,2室1厅,56.14 ,5400 ,北京市石景山区苹果园小区一区
5951,石景山,海特花园小区,3室1厅,82.38 ,4300 ,北京市石景山区海特花园小区
5953,石景山,重兴嘉园,2室1厅,86.13 ,6000 ,北京市石景山区重兴嘉园
5955,石景山,远洋山水,2室1厅,110.64 ,8000 ,北京市石景山区远洋山水
5956,石景山,八角北里,3室1厅,67.06 ,5200 ,北京市石景山区八角北里
5957,石景山,六一小学教工楼,1室0厅,21.48 ,2500 ,北京市石景山区六一小学教工楼
5958,石景山,八角南里,2室1厅,64.92 ,5000 ,北京市石景山区八角南里
5959,石景山,远洋沁山水,2室1厅,88.93 ,11000 ,北京市石景山区远洋沁山水
5960,石景山,现代生活,2室1厅,49.04 ,3100 ,北京市石景山区现代生活
5961,石景山,永乐西区,2室1厅,60.62 ,5000 ,北京市石景山区永乐西区
5962,石景山,远洋沁山水,2室1厅,88.13 ,10500 ,北京市石景山区远洋沁山水
5963,石景山,永乐西区,2室1厅,59.56 ,5200 ,北京市石景山区永乐西区
5969,石景山,紫御国际,2室2卫,47.25 ,6500 ,北京市石景山区紫御国际
5970,石景山,老山东里,2室1厅,74.67 ,5600 ,北京市石景山区老山东里
5971,石景山,石景山路23号院,2室1厅,71.78 ,5500 ,北京市石景山区石景山路23号院
5972,石景山,碣石坪,2室1厅,98.20 ,8000 ,北京市石景山区碣石坪
5973,石景山,御景山,2室1厅,105.62 ,6500 ,北京市石景山区御景山
5974,石景山,六合园,1室1厅,53.15 ,4000 ,北京市石景山区六合园
5975,石景山,老山西里,3室1厅,62.34 ,5800 ,北京市石景山区老山西里
5976,石景山,永乐东区,1室1厅,35.43 ,3600 ,北京市石景山区永乐东区
5977,石景山,紫御国际,2室2卫,59.15 ,8000 ,北京市石景山区紫御国际
5978,石景山,永乐西区,2室1厅,62.00 ,5500 ,北京市石景山区永乐西区
5980,石景山,模式口南里,2室1厅,61.30 ,4200 ,北京市石景山区模式口南里
5981,石景山,永乐东区,2室1厅,54.31 ,5100 ,北京市石景山区永乐东区
5982,石景山,模式口西里,2室1厅,65.63 ,4000 ,北京市石景山区模式口西里
5983,石景山,鲁谷74号院,2室1厅,63.58 ,5500 ,北京市石景山区鲁谷74号院
5991,石景山,重兴嘉园,2室1厅,86.07 ,5500 ,北京市石景山区重兴嘉园
5992,石景山,八角北里,2室1厅,57.46 ,4600 ,北京市石景山区八角北里
5993,石景山,高井,3室1厅,74.11 ,4000 ,北京市石景山区高井
5994,石景山,融景城,2室1厅,89.53 ,6200 ,北京市石景山区融景城
5995,石景山,海特花园小区,2室2厅,97.64 ,7000 ,北京市石景山区海特花园小区
5997,石景山,远洋山水,3室1厅,126.86 ,13500 ,北京市石景山区远洋山水
5998,石景山,五芳园,1室1厅,46.84 ,4800 ,北京市石景山区五芳园
6004,石景山,老山东里,2室1厅,50.25 ,4400 ,北京市石景山区老山东里
6005,石景山,永乐东区,1室1厅,43.33 ,4200 ,北京市石景山区永乐东区
6006,石景山,赵山,2室1厅,63.10 ,4200 ,北京市石景山区赵山
6007,石景山,远洋沁山水,2室1厅,86.98 ,11500 ,北京市石景山区远洋沁山水
6008,石景山,远洋沁山水,3室1厅,139.96 ,16500 ,北京市石景山区远洋沁山水
6009,石景山,远洋沁山水,3室2厅,126.43 ,12000 ,北京市石景山区远洋沁山水
6010,石景山,林业楼,2室1厅,57.48 ,4400 ,北京市石景山区林业楼
6011,石景山,鲁谷74号院,1室1厅,40.48 ,4700 ,北京市石景山区鲁谷74号院
6012,石景山,玉泉新城,4室2厅,218.30 ,17000 ,北京市石景山区玉泉新城
6013,石景山,雕塑园南街18号院,2室1厅,84.43 ,8000 ,北京市石景山区雕塑园南街18号院
6014,石景山,模式口西里,3室1厅,72.33 ,5200 ,北京市石景山区模式口西里
6015,石景山,广宁村,2室1厅,61.74 ,3500 ,北京市石景山区广宁村
6016,石景山,五里坨,2室1厅,60.58 ,3300 ,北京市石景山区五里坨
6017,石景山,远洋山水,3室2厅,148.05 ,13500 ,北京市石景山区远洋山水
6018,石景山,京汉旭城,2室2厅,90.64 ,6800 ,北京市石景山区京汉旭城
6019,石景山,远洋沁山水,3室2厅,145.61 ,18000 ,北京市石景山区远洋沁山水
6020,石景山,京汉旭城,3室2厅,126.31 ,8500 ,北京市石景山区京汉旭城
6021,石景山,模式口西里,2室1厅,60.30 ,4200 ,北京市石景山区模式口西里
6026,石景山,玉泉路65号院,2室1厅,60.00 ,5600 ,北京市石景山区玉泉路65号院
6027,石景山,远洋山水,3室1厅,141.10 ,13500 ,北京市石景山区远洋山水
6028,石景山,高井,2室1厅,56.34 ,3200 ,北京市石景山区高井
6029,石景山,七星园,2室1厅,93.11 ,5500 ,北京市石景山区七星园
6030,石景山,远洋山水,3室2厅,147.58 ,10000 ,北京市石景山区远洋山水
6032,石景山,玉泉路11号院,2室2厅,78.77 ,6000 ,北京市石景山区玉泉路11号院
6033,石景山,鼎城,3室2厅,224.11 ,14000 ,北京市石景山区鼎城
6034,石景山,远洋沁山水,2室1厅,89.51 ,9000 ,北京市石景山区远洋沁山水
6035,石景山,永乐东区,2室1厅,68.60 ,5000 ,北京市石景山区永乐东区
6036,石景山,聚兴园,3室1厅,116.12 ,2800 ,北京市石景山区聚兴园
6038,石景山,永乐东区,2室1厅,64.99 ,4950 ,北京市石景山区永乐东区
6048,石景山,西山奥园,1室1厅,52.44 ,4300 ,北京市石景山区西山奥园
6049,石景山,模式口北里,2室1厅,71.71 ,4300 ,北京市石景山区模式口北里
6050,石景山,模式口西里,2室1厅,59.43 ,3700 ,北京市石景山区模式口西里
6058,石景山,高井,1室0厅,38.05 ,3200 ,北京市石景山区高井
6059,石景山,八宝山南路29号院,1室1厅,45.86 ,3800 ,北京市石景山区八宝山南路29号院
6060,石景山,远洋沁山水,3室1厅,137.59 ,18000 ,北京市石景山区远洋沁山水
6061,石景山,久筑物业,2室0厅,51.22 ,4800 ,北京市石景山区久筑物业
6062,石景山,八大处山庄,2室1厅,64.70 ,4500 ,北京市石景山区八大处山庄
6064,石景山,广宁村,2室1厅,49.75 ,3500 ,北京市石景山区广宁村
6067,石景山,远洋沁山水,3室1厅,89.89 ,12000 ,北京市石景山区远洋沁山水
6068,石景山,古城环卫楼,2室1厅,59.62 ,4350 ,北京市石景山区古城环卫楼
6069,石景山,融景城,2室1厅,86.77 ,6500 ,北京市石景山区融景城
6075,石景山,金顶街四区,2室1厅,73.93 ,4600 ,北京市石景山区金顶街四区
6077,石景山,老山东里,3室2厅,118.22 ,10000 ,北京市石景山区老山东里
6078,石景山,远洋山水,2室2厅,99.73 ,9000 ,北京市石景山区远洋山水
6079,石景山,永乐西区,2室1厅,60.81 ,5500 ,北京市石景山区永乐西区
6080,石景山,五芳园,2室1厅,65.66 ,5500 ,北京市石景山区五芳园
6081,石景山,永乐东区,2室1厅,48.94 ,4900 ,北京市石景山区永乐东区
6082,石景山,远洋山水,2室2厅,110.26 ,9000 ,北京市石景山区远洋山水
6083,石景山,八宝山南路29号院,1室1厅,40.40 ,3800 ,北京市石景山区八宝山南路29号院
6084,石景山,老山驾校,2室1厅,65.53 ,4600 ,北京市石景山区老山驾校
6085,石景山,老山东里,1室1厅,60.34 ,4300 ,北京市石景山区老山东里
6086,石景山,海特花园小区,2室1厅,69.43 ,5000 ,北京市石景山区海特花园小区
6087,石景山,苹果园小区一区,2室1厅,60.01 ,5000 ,北京市石景山区苹果园小区一区
6088,石景山,御景山,3室1厅,159.00 ,7500 ,北京市石景山区御景山
6089,石景山,金谷香郡,3室1厅,130.33 ,8500 ,北京市石景山区金谷香郡
6091,石景山,绿地环球文化金融城,3室2卫,59.00 ,7000 ,北京市石景山区绿地环球文化金融城
6093,石景山,西井特钢楼,2室1厅,61.50 ,4500 ,北京市石景山区西井特钢楼
6094,石景山,西山峻景,2室1厅,73.78 ,3700 ,北京市石景山区西山峻景
6102,石景山,远洋山水,3室1厅,141.51 ,14000 ,北京市石景山区远洋山水
6103,石景山,诗景长安,1室1厅,71.47 ,6000 ,北京市石景山区诗景长安
6104,石景山,远洋山水,1室1厅,56.24 ,5600 ,北京市石景山区远洋山水
6105,石景山,北重西厂,1室1厅,41.41 ,3900 ,北京市石景山区北重西厂
6106,石景山,黄南苑,3室1厅,108.48 ,6600 ,北京市石景山区黄南苑
6107,石景山,紫御国际,2室2卫,57.88 ,8000 ,北京市石景山区紫御国际
6110,石景山,奈伦熙府,1室1厅,50.96 ,4200 ,北京市石景山区奈伦熙府
6111,石景山,老山东里,3室1厅,61.60 ,5800 ,北京市石景山区老山东里
6112,石景山,老山西里,3室1厅,61.52 ,6200 ,北京市石景山区老山西里
6113,石景山,远洋沁山水,2室1厅,89.02 ,10500 ,北京市石景山区远洋沁山水
6114,石景山,远洋沁山水,2室1厅,87.95 ,12000 ,北京市石景山区远洋沁山水
6115,石景山,古城南路,3室0厅,56.23 ,4800 ,北京市石景山区古城南路
6116,石景山,北重西厂,2室1厅,62.82 ,4800 ,北京市石景山区北重西厂
6117,石景山,西山奥园,2室1厅,75.00 ,4800 ,北京市石景山区西山奥园
6119,石景山,雍景四季,2室2厅,114.07 ,7500 ,北京市石景山区雍景四季
6120,石景山,雍景四季,3室2厅,142.29 ,10000 ,北京市石景山区雍景四季
6121,石景山,雍景四季,2室1厅,110.50 ,7500 ,北京市石景山区雍景四季
6122,石景山,八角北路,2室0厅,50.23 ,4600 ,北京市石景山区八角北路
6123,石景山,远洋山水,3室2厅,129.17 ,12000 ,北京市石景山区远洋山水
6124,石景山,八角路小区,1室1厅,30.61 ,3000 ,北京市石景山区八角路小区
6125,石景山,七星园,2室1厅,84.30 ,5600 ,北京市石景山区七星园
6126,石景山,茂华景公馆,4室2厅,210.48 ,20000 ,北京市石景山区茂华景公馆
6127,石景山,西引力,1室1厅,63.06 ,5300 ,北京市石景山区西引力
6128,石景山,八角路小区,1室1厅,34.02 ,3300 ,北京市石景山区八角路小区
6130,石景山,金苹阁,2室2厅,108.93 ,6500 ,北京市石景山区金苹阁
6132,西城,南礼士路46号院,1室1厅,53.32 ,10000 ,北京市西城区南礼士路46号院
6133,西城,椿树园,3室1厅,115.35 ,15000 ,北京市西城区椿树园
6134,西城,西便门西里,2室1厅,54.23 ,7000 ,北京市西城区西便门西里
6135,西城,南礼士路三条北里,2室1厅,57.50 ,8500 ,北京市西城区南礼士路三条北里
6136,西城,马甸南村,2室1厅,63.20 ,7300 ,北京市西城区马甸南村
6137,西城,小马厂南里,2室1厅,61.71 ,7000 ,北京市西城区小马厂南里
6138,西城,南礼士路三条北里,2室1厅,57.50 ,7500 ,北京市西城区南礼士路三条北里
6139,西城,姚家井二巷,2室1厅,60.00 ,6000 ,北京市西城区姚家井二巷
6140,西城,车站东街15号院,2室1厅,54.13 ,5500 ,北京市西城区车站东街15号院
6141,西城,太平仓胡同14号院,2室1厅,51.20 ,8500 ,北京市西城区太平仓胡同14号院
6142,西城,新明嘉园,3室1厅,113.58 ,15800 ,北京市西城区新明嘉园
6143,西城,三里河三区,3室1厅,65.00 ,7500 ,北京市西城区三里河三区
6144,西城,新外大街6号院,2室1厅,52.90 ,8000 ,北京市西城区新外大街6号院
6145,西城,佟麟阁路62号院,2室1厅,59.80 ,12800 ,北京市西城区佟麟阁路62号院
6146,西城,远见国际公寓,1室0厅,48.79 ,5200 ,北京市西城区远见国际公寓
6147,西城,砖塔胡同78号院,3室1厅,87.90 ,12000 ,北京市西城区砖塔胡同78号院
6148,西城,丰汇园小区,1室1厅,50.90 ,6800 ,北京市西城区丰汇园小区
6149,西城,车站西街15号院,1室1厅,40.27 ,4900 ,北京市西城区车站西街15号院
6150,西城,手帕口西一巷,1室0厅,41.96 ,4800 ,北京市西城区手帕口西一巷
6151,西城,鸭子桥路,1室1厅,42.65 ,4300 ,北京市西城区鸭子桥路
6152,西城,富力摩根中心,2室1卫,145.36 ,19000 ,北京市西城区富力摩根中心
6153,西城,西派国际公寓,3室1厅,191.60 ,44000 ,北京市西城区西派国际公寓
6154,西城,长安兴融中心,4室2厅,291.96 ,70000 ,北京市西城区长安兴融中心
6155,西城,馨莲茗园,1室1厅,53.20 ,6000 ,北京市西城区馨莲茗园
6156,西城,三里河三区,2室1厅,57.00 ,7600 ,北京市西城区三里河三区
6157,西城,远见名苑,3室1厅,147.54 ,18000 ,北京市西城区远见名苑
6158,西城,东桃园,2室1厅,54.50 ,8000 ,北京市西城区东桃园
6159,西城,德胜里一区,2室1厅,50.10 ,7500 ,北京市西城区德胜里一区
6160,西城,三里河三区,3室1厅,68.70 ,11000 ,北京市西城区三里河三区
6161,西城,小红庙,2室1厅,62.96 ,5500 ,北京市西城区小红庙
6162,西城,裕中东里,1室1厅,43.70 ,5000 ,北京市西城区裕中东里
6163,西城,南线里小区,2室1厅,71.00 ,8200 ,北京市西城区南线里小区
6164,西城,远见名苑,1室1厅,44.60 ,5500 ,北京市西城区远见名苑
6165,西城,裕中东里,2室1厅,60.20 ,8000 ,北京市西城区裕中东里
6166,西城,恬心家园,1室1厅,51.25 ,5800 ,北京市西城区恬心家园
6167,西城,展览路,3室1厅,109.40 ,11000 ,北京市西城区展览路
6168,西城,新德街35号院,3室2厅,108.10 ,13500 ,北京市西城区新德街35号院
6169,西城,铁二区,1室1厅,44.60 ,6800 ,北京市西城区铁二区
6170,西城,双旗杆东里,2室1厅,52.70 ,5800 ,北京市西城区双旗杆东里
6171,西城,三里河东路,2室1厅,62.60 ,8500 ,北京市西城区三里河东路
6172,西城,椿树园,1室1厅,47.36 ,6000 ,北京市西城区椿树园
6173,西城,西便门外大街,2室1厅,60.80 ,8700 ,北京市西城区西便门外大街
6174,西城,裕中西里,1室1厅,52.80 ,6600 ,北京市西城区裕中西里
6175,西城,南沙沟小区,3室1厅,63.28 ,13000 ,北京市西城区南沙沟小区
6176,西城,丰汇园小区,2室2厅,122.30 ,25000 ,北京市西城区丰汇园小区
6177,西城,佳慧雅园,1室1厅,68.97 ,12000 ,北京市西城区佳慧雅园
6178,西城,松树街,1室1厅,32.60 ,6500 ,北京市西城区松树街
6179,西城,三义东里,2室1厅,70.31 ,5800 ,北京市西城区三义东里
6180,西城,华荣公寓,3室2厅,180.13 ,50000 ,北京市西城区华荣公寓
6181,西城,西豪逸景,2室1厅,72.65 ,8000 ,北京市西城区西豪逸景
6182,西城,莲花池东路,1室1厅,42.10 ,6000 ,北京市西城区莲花池东路
6183,西城,金贸中心,1室1卫,66.41 ,12000 ,北京市西城区金贸中心
6184,西城,马甸南村,2室1厅,63.20 ,7000 ,北京市西城区马甸南村
6185,西城,三里河三区,2室1厅,48.50 ,8200 ,北京市西城区三里河三区
6186,西城,东北园,2室0厅,47.40 ,6500 ,北京市西城区东北园
6187,西城,锦官苑,3室2厅,178.81 ,30000 ,北京市西城区锦官苑
6188,西城,百万庄丑区,2室1厅,61.30 ,8500 ,北京市西城区百万庄丑区
6189,西城,德胜置业,1室0厅,92.56 ,13200 ,北京市西城区德胜置业
6190,西城,丰汇园小区,1室1厅,48.30 ,7500 ,北京市西城区丰汇园小区
6191,西城,丽水莲花,2室1厅,105.47 ,11000 ,北京市西城区丽水莲花
6192,西城,灵境胡同,3室1厅,72.70 ,11000 ,北京市西城区灵境胡同
6193,西城,牛街18,2室1厅,101.62 ,11000 ,北京市西城区牛街18
6194,西城,馨莲茗园,1室1厅,59.82 ,5900 ,北京市西城区馨莲茗园
6195,西城,宏汇园小区,3室1厅,85.90 ,14000 ,北京市西城区宏汇园小区
6196,西城,车站西街15号院,2室1厅,57.41 ,6000 ,北京市西城区车站西街15号院
6197,西城,未来花园,2室1厅,90.00 ,8500 ,北京市西城区未来花园
6198,西城,西豪逸景,2室1厅,72.76 ,8200 ,北京市西城区西豪逸景
6199,西城,马连道路甲18号院,2室1厅,62.31 ,6000 ,北京市西城区马连道路甲18号院
6200,西城,中信禧园,3室2厅,124.53 ,22000 ,北京市西城区中信禧园
6201,西城,小西天东里,2室1厅,67.00 ,8000 ,北京市西城区小西天东里
6202,西城,广安苑一期,2室1厅,71.97 ,7300 ,北京市西城区广安苑一期
6203,西城,双旗杆东里,1室1厅,48.80 ,6200 ,北京市西城区双旗杆东里
6204,西城,长安兴融中心,1室1厅,54.47 ,10500 ,北京市西城区长安兴融中心
6205,西城,万博苑,3室2厅,121.37 ,13500 ,北京市西城区万博苑
6206,西城,三里河北街3号院,1室1厅,47.60 ,7000 ,北京市西城区三里河北街3号院
6207,西城,人定湖西里,2室1厅,53.40 ,7500 ,北京市西城区人定湖西里
6208,西城,月坛北街25号院,3室2厅,135.20 ,18000 ,北京市西城区月坛北街25号院
6209,西城,冰窖口胡同73号院,1室1厅,42.30 ,6200 ,北京市西城区冰窖口胡同73号院
6210,西城,荣丰2008,2室2厅,59.86 ,11000 ,北京市西城区荣丰2008
6211,西城,天宁寺西里,2室1厅,58.27 ,6000 ,北京市西城区天宁寺西里
6212,西城,信和嘉园,1室1厅,65.96 ,7800 ,北京市西城区信和嘉园
6213,西城,新明胡同,2室1厅,59.60 ,7800 ,北京市西城区新明胡同
6214,西城,建功北里,2室1厅,91.79 ,7000 ,北京市西城区建功北里
6215,西城,天宁寺东里,2室1厅,61.22 ,7200 ,北京市西城区天宁寺东里
6216,西城,月坛北街,1室1厅,40.80 ,6000 ,北京市西城区月坛北街
6217,西城,建功东里,2室1厅,54.53 ,6300 ,北京市西城区建功东里
6218,西城,常青藤嘉园,1室1厅,34.46 ,4500 ,北京市西城区常青藤嘉园
6219,西城,小马厂南里,2室1厅,61.71 ,6200 ,北京市西城区小马厂南里
6220,西城,建功北里,1室1厅,47.25 ,6000 ,北京市西城区建功北里
6221,西城,茗筑,2室1厅,99.19 ,8000 ,北京市西城区茗筑
6222,西城,平原里小区,3室1厅,83.74 ,7000 ,北京市西城区平原里小区
6223,西城,北礼士路62号院,1室1厅,46.80 ,7000 ,北京市西城区北礼士路62号院
6224,西城,德胜门西大街74号,2室0厅,60.20 ,8800 ,北京市西城区德胜门西大街74号
6232,西城,红莲中里,1室1厅,56.98 ,5200 ,北京市西城区红莲中里
6233,西城,红山世家,2室1卫,66.33 ,7500 ,北京市西城区红山世家
6239,西城,富宏馨居,3室1厅,122.87 ,23500 ,北京市西城区富宏馨居
6240,西城,中信沁园,3室2厅,108.86 ,18000 ,北京市西城区中信沁园
6241,西城,法源寺西里小区,2室1厅,71.52 ,8000 ,北京市西城区法源寺西里小区
6242,西城,阜成门北大街,3室1厅,79.10 ,15000 ,北京市西城区阜成门北大街
6245,西城,新外大街甲8号院,2室1厅,45.70 ,7400 ,北京市西城区新外大街甲8号院
6246,西城,陶然亭路,2室1厅,58.75 ,6800 ,北京市西城区陶然亭路
6247,西城,右安门内西街甲10号院,3室1厅,65.96 ,8500 ,北京市西城区右安门内西街甲10号院
6248,西城,德胜门西大街64号,2室1厅,56.70 ,8200 ,北京市西城区德胜门西大街64号
6249,西城,宏汇园小区,2室1厅,65.40 ,12000 ,北京市西城区宏汇园小区
6250,西城,一瓶,6室3卫,226.78 ,35000 ,北京市西城区一瓶
6251,西城,五路通北街3号院,2室1厅,52.40 ,8000 ,北京市西城区五路通北街3号院
6252,西城,西豪逸景,1室1厅,60.97 ,7300 ,北京市西城区西豪逸景
6253,西城,北安里9号院,2室1厅,58.30 ,9000 ,北京市西城区北安里9号院
6257,西城,三里河三区,2室1厅,41.40 ,7500 ,北京市西城区三里河三区
6258,西城,车站东街甲9号院,2室1厅,53.15 ,4600 ,北京市西城区车站东街甲9号院
6259,西城,海格国际,1室1厅,55.78 ,7500 ,北京市西城区海格国际
6260,西城,马连道路13号院,2室1厅,56.40 ,6500 ,北京市西城区马连道路13号院
6264,西城,富国里小区,2室1厅,73.10 ,12500 ,北京市西城区富国里小区
6265,西城,新风北街,1室1厅,48.10 ,6200 ,北京市西城区新风北街
6266,西城,苇坑胡同,1室1厅,11.63 ,4500 ,北京市西城区苇坑胡同
6267,西城,新安南里,2室1厅,58.83 ,7000 ,北京市西城区新安南里
6271,西城,恬心家园,2室0厅,64.35 ,7200 ,北京市西城区恬心家园
6272,西城,车站东街15号院,2室1厅,53.09 ,5800 ,北京市西城区车站东街15号院
6273,西城,陶然居,3室1厅,115.49 ,12000 ,北京市西城区陶然居
6274,西城,广安门外大街,1室0厅,39.34 ,5000 ,北京市西城区广安门外大街
6275,西城,建邦礼仕阁,1室0厅,56.93 ,11000 ,北京市西城区建邦礼仕阁
6279,西城,汽南小区,1室1厅,42.00 ,6200 ,北京市西城区汽南小区
6281,西城,冠英园小区,2室1厅,112.20 ,15000 ,北京市西城区冠英园小区
6284,西城,北广家园,1室1厅,38.71 ,5300 ,北京市西城区北广家园
6285,西城,畅柳园,1室1厅,55.42 ,6300 ,北京市西城区畅柳园
6286,西城,丰汇园小区,2室1厅,64.90 ,12500 ,北京市西城区丰汇园小区
6287,西城,丰侨公寓,2室1厅,136.93 ,26000 ,北京市西城区丰侨公寓
6288,西城,华龙美钰,3室1厅,147.07 ,15000 ,北京市西城区华龙美钰
6289,西城,小马厂西里,2室1厅,69.20 ,6500 ,北京市西城区小马厂西里
6290,西城,三里河北街3号院,1室1厅,47.40 ,7000 ,北京市西城区三里河北街3号院
6291,西城,阜成门南大街,1室1厅,40.30 ,7800 ,北京市西城区阜成门南大街
6292,西城,马甸南村,2室1厅,54.80 ,7200 ,北京市西城区马甸南村
6293,西城,报国寺东夹道1号东院,2室1厅,54.56 ,6800 ,北京市西城区报国寺东夹道1号东院
6294,西城,新明胡同,1室1厅,44.00 ,6800 ,北京市西城区新明胡同
6295,西城,天泽园,2室1厅,95.81 ,11000 ,北京市西城区天泽园
6298,西城,车站西街1号院,1室1厅,58.36 ,7200 ,北京市西城区车站西街1号院
6299,西城,手帕口北街,2室1厅,57.53 ,6300 ,北京市西城区手帕口北街
6300,西城,丰汇园小区,1室1厅,50.30 ,7500 ,北京市西城区丰汇园小区
6301,西城,三里河居民区,3室1厅,56.80 ,8600 ,北京市西城区三里河居民区
6302,西城,爱民里小区,3室1厅,66.60 ,7500 ,北京市西城区爱民里小区
6303,西城,富力信然庭,3室2厅,141.83 ,23000 ,北京市西城区富力信然庭
6304,西城,安德馨居,2室1厅,111.55 ,15000 ,北京市西城区安德馨居
6305,西城,罗贤胡同,2室1厅,58.20 ,9500 ,北京市西城区罗贤胡同
6307,西城,宣武门西大街,2室0厅,54.39 ,6600 ,北京市西城区宣武门西大街
6312,西城,北欧印象,2室1厅,97.77 ,8000 ,北京市西城区北欧印象
6313,西城,车站西街1号院,1室0厅,54.09 ,4900 ,北京市西城区车站西街1号院
6314,西城,新壁街,2室1厅,93.82 ,10000 ,北京市西城区新壁街
6315,西城,右安门内西街甲10号院,1室1厅,38.88 ,4200 ,北京市西城区右安门内西街甲10号院
6316,西城,依莲轩,1室1厅,69.44 ,7000 ,北京市西城区依莲轩
6317,西城,枣林前街,1室1厅,43.31 ,5200 ,北京市西城区枣林前街
6318,西城,右安门内大街,3室2厅,146.40 ,16000 ,北京市西城区右安门内大街
6319,西城,南线阁39号院,2室1厅,87.03 ,9000 ,北京市西城区南线阁39号院
6320,西城,双槐里,2室1厅,57.68 ,6280 ,北京市西城区双槐里
6325,西城,朗琴园,1室1厅,59.06 ,8500 ,北京市西城区朗琴园
6326,西城,裕中东里,1室1厅,43.90 ,7000 ,北京市西城区裕中东里
6327,西城,朗琴园,3室2厅,142.45 ,17000 ,北京市西城区朗琴园
6328,西城,丰汇园小区,2室1厅,66.20 ,9500 ,北京市西城区丰汇园小区
6330,西城,裕中西里,2室1厅,62.90 ,8000 ,北京市西城区裕中西里
6331,西城,德胜置业,1室1厅,170.41 ,25500 ,北京市西城区德胜置业
6332,西城,北营房东里,2室1厅,48.40 ,7600 ,北京市西城区北营房东里
6335,西城,太平街20号旁门,2室1厅,54.79 ,6600 ,北京市西城区太平街20号旁门
6336,西城,牛街西里,2室1厅,73.87 ,6500 ,北京市西城区牛街西里
6337,西城,玉桃园二区,2室2厅,90.30 ,14000 ,北京市西城区玉桃园二区
6339,西城,白云观,2室1厅,56.30 ,8000 ,北京市西城区白云观
6340,西城,丰汇园小区,2室1厅,74.20 ,11000 ,北京市西城区丰汇园小区
6341,西城,永居胡同,1室1厅,40.26 ,4500 ,北京市西城区永居胡同
6342,西城,茗筑,2室1厅,106.06 ,7900 ,北京市西城区茗筑
6343,西城,枣林前街,2室1厅,61.52 ,6300 ,北京市西城区枣林前街
6344,西城,马甸南村,1室1厅,40.70 ,6400 ,北京市西城区马甸南村
6345,西城,白广路二条,2室2厅,90.11 ,9700 ,北京市西城区白广路二条
6346,西城,丰汇园小区,1室1厅,56.65 ,10000 ,北京市西城区丰汇园小区
6347,西城,德外大街12号院,3室2厅,97.77 ,20000 ,北京市西城区德外大街12号院
6348,西城,太平桥大街,1室1厅,44.50 ,8500 ,北京市西城区太平桥大街
6355,西城,万博苑,2室1厅,102.87 ,15000 ,北京市西城区万博苑
6356,西城,红莲中里,2室1厅,54.43 ,5800 ,北京市西城区红莲中里
6357,西城,文联宿舍,2室1厅,66.50 ,8500 ,北京市西城区文联宿舍
6358,西城,华龙大厦,1室1厅,136.80 ,20000 ,北京市西城区华龙大厦
6359,西城,厂甸11号院,2室1厅,61.29 ,8500 ,北京市西城区厂甸11号院
6360,西城,水泥厂宿舍楼,1室1厅,39.73 ,4600 ,北京市西城区水泥厂宿舍楼
6361,西城,车站西街13号院,1室1厅,48.37 ,5000 ,北京市西城区车站西街13号院
6364,西城,小红庙南里,2室1厅,67.65 ,6500 ,北京市西城区小红庙南里
6365,西城,清芷园,3室1厅,127.41 ,13500 ,北京市西城区清芷园
